county,precinct,office,district,candidate,party,votes,,,,,,,,,,,,,
Wayne,Wayne52,President,,Cynthia McKinney,MTN,0,,,,,,,,,,,,,
Wayne,Wayne53,President,,Cynthia McKinney,MTN,1,,,,,,,,,,,,,
Wayne,Wayne54,President,,Cynthia McKinney,MTN,0,,,,,,,,,,,,,
Wayne,Wayne56,President,,Cynthia McKinney,MTN,1,,,,,,,,,,,,,
Wayne,Wayne57,President,,Cynthia McKinney,MTN,1,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,President,,Cynthia McKinney,MTN,3,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,President,,Cynthia McKinney,MTN,0,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,President,,Cynthia McKinney,MTN,2,,,,,,,,,,,,,
Wayne,Wayne62,President,,Cynthia McKinney,MTN,1,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,President,,Cynthia McKinney,MTN,2,,,,,,,,,,,,,
Wayne,,President,,Cynthia McKinney,MTN,58,,,,,,,,,,,,,
Wayne,Wayne01,President,,John McCain,REP,325,,,,,,,,,,,,,
Wayne,Wayne03,President,,John McCain,REP,201,,,,,,,,,,,,,
Wayne,Wayne05,President,,John McCain,REP,245,,,,,,,,,,,,,
Wayne,Wayne06,President,,John McCain,REP,137,,,,,,,,,,,,,
Wayne,Wayne11,President,,John McCain,REP,166,,,,,,,,,,,,,
Wayne,Wayne12,President,,John McCain,REP,207,,,,,,,,,,,,,
Wayne,Wayne13,President,,John McCain,REP,264,,,,,,,,,,,,,
Wayne,Wayne14,President,,John McCain,REP,466,,,,,,,,,,,,,
Wayne,Wayne16,President,,John McCain,REP,178,,,,,,,,,,,,,
Wayne,Wayne17,President,,John McCain,REP,269,,,,,,,,,,,,,
Wayne,Wayne18,President,,John McCain,REP,239,,,,,,,,,,,,,
Wayne,Wayne19,President,,John McCain,REP,368,,,,,,,,,,,,,
Wayne,Wayne20,President,,John McCain,REP,239,,,,,,,,,,,,,
Wayne,Wayne21,President,,John McCain,REP,206,,,,,,,,,,,,,
Wayne,Wayne22,President,,John McCain,REP,232,,,,,,,,,,,,,
Wayne,Wayne30,President,,John McCain,REP,149,,,,,,,,,,,,,
Wayne,Wayne31,President,,John McCain,REP,162,,,,,,,,,,,,,
Wayne,Wayne34,President,,John McCain,REP,175,,,,,,,,,,,,,
Wayne,Wayne36,President,,John McCain,REP,189,,,,,,,,,,,,,
Wayne,Wayne37,President,,John McCain,REP,230,,,,,,,,,,,,,
Wayne,Wayne41,President,,John McCain,REP,103,,,,,,,,,,,,,
Wayne,Wayne42,President,,John McCain,REP,66,,,,,,,,,,,,,
Wayne,Wayne45,President,,John McCain,REP,129,,,,,,,,,,,,,
Wayne,Wayne48,President,,John McCain,REP,362,,,,,,,,,,,,,
Wayne,Wayne49,President,,John McCain,REP,421,,,,,,,,,,,,,
Wayne,Wayne50,President,,John McCain,REP,267,,,,,,,,,,,,,
Wayne,Wayne51,President,,John McCain,REP,268,,,,,,,,,,,,,
Wayne,Wayne52,President,,John McCain,REP,115,,,,,,,,,,,,,
Wayne,Wayne53,President,,John McCain,REP,307,,,,,,,,,,,,,
Wayne,Wayne54,President,,John McCain,REP,214,,,,,,,,,,,,,
Wayne,Wayne56,President,,John McCain,REP,428,,,,,,,,,,,,,
Wayne,Wayne57,President,,John McCain,REP,248,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,President,,John McCain,REP,264,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,President,,John McCain,REP,280,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,President,,John McCain,REP,227,,,,,,,,,,,,,
Wayne,Wayne62,President,,John McCain,REP,414,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,President,,John McCain,REP,187,,,,,,,,,,,,,
Wayne,,President,,John McCain,REP,8947,,,,,,,,,,,,,
Wayne,Wayne01,President,,Ralph Nader,NA,4,,,,,,,,,,,,,
Wayne,Wayne03,President,,Ralph Nader,NA,11,,,,,,,,,,,,,
Wayne,Wayne05,President,,Ralph Nader,NA,4,,,,,,,,,,,,,
Wayne,Wayne06,President,,Ralph Nader,NA,3,,,,,,,,,,,,,
Wayne,Wayne11,President,,Ralph Nader,NA,5,,,,,,,,,,,,,
Wayne,Wayne12,President,,Ralph Nader,NA,6,,,,,,,,,,,,,
Wayne,Wayne13,President,,Ralph Nader,NA,4,,,,,,,,,,,,,
Wayne,Wayne14,President,,Ralph Nader,NA,4,,,,,,,,,,,,,
Wayne,Wayne16,President,,Ralph Nader,NA,2,,,,,,,,,,,,,
Wayne,Wayne17,President,,Ralph Nader,NA,1,,,,,,,,,,,,,
Wayne,Wayne18,President,,Ralph Nader,NA,7,,,,,,,,,,,,,
Wayne,Wayne19,President,,Ralph Nader,NA,10,,,,,,,,,,,,,
Wayne,Wayne20,President,,Ralph Nader,NA,7,,,,,,,,,,,,,
Wayne,Wayne21,President,,Ralph Nader,NA,10,,,,,,,,,,,,,
Wayne,Wayne22,President,,Ralph Nader,NA,2,,,,,,,,,,,,,
Wayne,Wayne30,President,,Ralph Nader,NA,2,,,,,,,,,,,,,
Wayne,Wayne31,President,,Ralph Nader,NA,3,,,,,,,,,,,,,
Wayne,Wayne34,President,,Ralph Nader,NA,6,,,,,,,,,,,,,
Wayne,Wayne36,President,,Ralph Nader,NA,5,,,,,,,,,,,,,
Wayne,Wayne37,President,,Ralph Nader,NA,9,,,,,,,,,,,,,
Wayne,Wayne41,President,,Ralph Nader,NA,1,,,,,,,,,,,,,
Wayne,Wayne42,President,,Ralph Nader,NA,1,,,,,,,,,,,,,
Wayne,Wayne45,President,,Ralph Nader,NA,2,,,,,,,,,,,,,
Wayne,Wayne48,President,,Ralph Nader,NA,6,,,,,,,,,,,,,
Wayne,Wayne49,President,,Ralph Nader,NA,9,,,,,,,,,,,,,
Wayne,Wayne50,President,,Ralph Nader,NA,6,,,,,,,,,,,,,
Wayne,Wayne51,President,,Ralph Nader,NA,8,,,,,,,,,,,,,
Wayne,Wayne52,President,,Ralph Nader,NA,2,,,,,,,,,,,,,
Wayne,Wayne53,President,,Ralph Nader,NA,6,,,,,,,,,,,,,
Wayne,Wayne54,President,,Ralph Nader,NA,3,,,,,,,,,,,,,
Wayne,Wayne56,President,,Ralph Nader,NA,5,,,,,,,,,,,,,
Wayne,Wayne57,President,,Ralph Nader,NA,1,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,President,,Ralph Nader,NA,3,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,President,,Ralph Nader,NA,1,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,President,,Ralph Nader,NA,8,,,,,,,,,,,,,
Wayne,Wayne62,President,,Ralph Nader,NA,2,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,President,,Ralph Nader,NA,5,,,,,,,,,,,,,
Wayne,,President,,Ralph Nader,NA,174,,,,,,,,,,,,,Moore [R]
Wayne,Wayne01,President,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne03,President,,Write-ins,,3,,,,,,,,,,,,,
Wayne,Wayne05,President,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne06,President,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne11,President,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne12,President,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne13,President,,Write-ins,,3,,,,,,,,,,,,,
Wayne,Wayne14,President,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne16,President,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne17,President,,Write-ins,,5,,,,,,,,,,,,,
Wayne,Wayne18,President,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne19,President,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne20,President,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne21,President,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne22,President,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne30,President,,Write-ins,,4,,,,,,,,,,,,,
Wayne,Wayne31,President,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne34,President,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne36,President,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne37,President,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne41,President,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne42,President,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne45,President,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne48,President,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne49,President,,Write-ins,,4,,,,,,,,,,,,,
Wayne,Wayne50,President,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne51,President,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne52,President,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne53,President,,Write-ins,,3,,,,,,,,,,,,,
Wayne,Wayne54,President,,Write-ins,,3,,,,,,,,,,,,,
Wayne,Wayne56,President,,Write-ins,,4,,,,,,,,,,,,,
Wayne,Wayne57,President,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,President,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,President,,Write-ins,,3,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,President,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne62,President,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,President,,Write-ins,,3,,,,,,,,,,,,,
Wayne,,President,,Write-ins,,61,,,,,,,,,,,,,
Wayne,Wayne01,Secretary of State,,Charles Minimah,REP,149,,,,,,,,,,,,,
Wayne,Wayne03,Secretary of State,,Charles Minimah,REP,107,,,,,,,,,,,,,
Wayne,Wayne05,Secretary of State,,Charles Minimah,REP,135,,,,,,,,,,,,,
Wayne,Wayne06,Secretary of State,,Charles Minimah,REP,76,,,,,,,,,,,,,
Wayne,Wayne11,Secretary of State,,Charles Minimah,REP,68,,,,,,,,,,,,,
Wayne,Wayne12,Secretary of State,,Charles Minimah,REP,98,,,,,,,,,,,,,
Wayne,Wayne13,Secretary of State,,Charles Minimah,REP,155,,,,,,,,,,,,,
Wayne,Wayne14,Secretary of State,,Charles Minimah,REP,250,,,,,,,,,,,,,
Wayne,Wayne16,Secretary of State,,Charles Minimah,REP,111,,,,,,,,,,,,,
Wayne,Wayne17,Secretary of State,,Charles Minimah,REP,159,,,,,,,,,,,,,
Wayne,Wayne18,Secretary of State,,Charles Minimah,REP,120,,,,,,,,,,,,,
Wayne,Wayne19,Secretary of State,,Charles Minimah,REP,201,,,,,,,,,,,,,
Wayne,Wayne20,Secretary of State,,Charles Minimah,REP,106,,,,,,,,,,,,,
Wayne,Wayne21,Secretary of State,,Charles Minimah,REP,117,,,,,,,,,,,,,
Wayne,Wayne22,Secretary of State,,Charles Minimah,REP,118,,,,,,,,,,,,,
Wayne,Wayne30,Secretary of State,,Charles Minimah,REP,92,,,,,,,,,,,,,
Wayne,Wayne31,Secretary of State,,Charles Minimah,REP,97,,,,,,,,,,,,,
Wayne,Wayne34,Secretary of State,,Charles Minimah,REP,84,,,,,,,,,,,,,
Wayne,Wayne36,Secretary of State,,Charles Minimah,REP,119,,,,,,,,,,,,,
Wayne,Wayne37,Secretary of State,,Charles Minimah,REP,133,,,,,,,,,,,,,
Wayne,Wayne41,Secretary of State,,Charles Minimah,REP,58,,,,,,,,,,,,,
Wayne,Wayne42,Secretary of State,,Charles Minimah,REP,31,,,,,,,,,,,,,
Wayne,Wayne45,Secretary of State,,Charles Minimah,REP,61,,,,,,,,,,,,,
Wayne,Wayne48,Secretary of State,,Charles Minimah,REP,181,,,,,,,,,,,,,
Wayne,Wayne49,Secretary of State,,Charles Minimah,REP,210,,,,,,,,,,,,,
Wayne,Wayne50,Secretary of State,,Charles Minimah,REP,116,,,,,,,,,,,,,
Wayne,Wayne51,Secretary of State,,Charles Minimah,REP,107,,,,,,,,,,,,,
Wayne,Wayne52,Secretary of State,,Charles Minimah,REP,53,,,,,,,,,,,,,
Wayne,Wayne53,Secretary of State,,Charles Minimah,REP,133,,,,,,,,,,,,,
Wayne,Wayne54,Secretary of State,,Charles Minimah,REP,97,,,,,,,,,,,,,
Wayne,Wayne56,Secretary of State,,Charles Minimah,REP,234,,,,,,,,,,,,,
Wayne,Wayne57,Secretary of State,,Charles Minimah,REP,130,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,Secretary of State,,Charles Minimah,REP,140,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,Secretary of State,,Charles Minimah,REP,145,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,Secretary of State,,Charles Minimah,REP,112,,,,,,,,,,,,,
Wayne,Wayne62,Secretary of State,,Charles Minimah,REP,236,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,Secretary of State,,Charles Minimah,REP,122,,,,,,,,,,,,,
Wayne,,Secretary of State,,Charles Minimah,REP,4661,,,,,,,,,,,,,Moore [R]
Wayne,Wayne01,Secretary of State,,Natalie Tennant,DEM,339,,,,,,,,,,,,,
Wayne,Wayne03,Secretary of State,,Natalie Tennant,DEM,204,,,,,,,,,,,,,
Wayne,Wayne05,Secretary of State,,Natalie Tennant,DEM,285,,,,,,,,,,,,,
Wayne,Wayne06,Secretary of State,,Natalie Tennant,DEM,132,,,,,,,,,,,,,
Wayne,Wayne11,Secretary of State,,Natalie Tennant,DEM,180,,,,,,,,,,,,,
Wayne,Wayne12,Secretary of State,,Natalie Tennant,DEM,200,,,,,,,,,,,,,
Wayne,Wayne13,Secretary of State,,Natalie Tennant,DEM,264,,,,,,,,,,,,,
Wayne,Wayne14,Secretary of State,,Natalie Tennant,DEM,387,,,,,,,,,,,,,
Wayne,Wayne16,Secretary of State,,Natalie Tennant,DEM,154,,,,,,,,,,,,,
Wayne,Wayne17,Secretary of State,,Natalie Tennant,DEM,209,,,,,,,,,,,,,
Wayne,Wayne18,Secretary of State,,Natalie Tennant,DEM,249,,,,,,,,,,,,,
Wayne,Wayne19,Secretary of State,,Natalie Tennant,DEM,329,,,,,,,,,,,,,
Wayne,Wayne20,Secretary of State,,Natalie Tennant,DEM,273,,,,,,,,,,,,,
Wayne,Wayne21,Secretary of State,,Natalie Tennant,DEM,171,,,,,,,,,,,,,
Wayne,Wayne22,Secretary of State,,Natalie Tennant,DEM,209,,,,,,,,,,,,,
Wayne,Wayne30,Secretary of State,,Natalie Tennant,DEM,164,,,,,,,,,,,,,
Wayne,Wayne31,Secretary of State,,Natalie Tennant,DEM,168,,,,,,,,,,,,,
Wayne,Wayne34,Secretary of State,,Natalie Tennant,DEM,231,,,,,,,,,,,,,
Wayne,Wayne36,Secretary of State,,Natalie Tennant,DEM,222,,,,,,,,,,,,,
Wayne,Wayne37,Secretary of State,,Natalie Tennant,DEM,203,,,,,,,,,,,,,
Wayne,Wayne41,Secretary of State,,Natalie Tennant,DEM,178,,,,,,,,,,,,,
Wayne,Wayne42,Secretary of State,,Natalie Tennant,DEM,159,,,,,,,,,,,,,
Wayne,Wayne45,Secretary of State,,Natalie Tennant,DEM,213,,,,,,,,,,,,,
Wayne,Wayne48,Secretary of State,,Natalie Tennant,DEM,338,,,,,,,,,,,,,
Wayne,Wayne49,Secretary of State,,Natalie Tennant,DEM,411,,,,,,,,,,,,,
Wayne,Wayne50,Secretary of State,,Natalie Tennant,DEM,312,,,,,,,,,,,,,
Wayne,Wayne51,Secretary of State,,Natalie Tennant,DEM,326,,,,,,,,,,,,,
Wayne,Wayne52,Secretary of State,,Natalie Tennant,DEM,161,,,,,,,,,,,,,
Wayne,Wayne53,Secretary of State,,Natalie Tennant,DEM,296,,,,,,,,,,,,,
Wayne,Wayne54,Secretary of State,,Natalie Tennant,DEM,259,,,,,,,,,,,,,
Wayne,Wayne56,Secretary of State,,Natalie Tennant,DEM,386,,,,,,,,,,,,,
Wayne,Wayne57,Secretary of State,,Natalie Tennant,DEM,231,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,Secretary of State,,Natalie Tennant,DEM,247,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,Secretary of State,,Natalie Tennant,DEM,265,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,Secretary of State,,Natalie Tennant,DEM,239,,,,,,,,,,,,,
Wayne,Wayne62,Secretary of State,,Natalie Tennant,DEM,337,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,Secretary of State,,Natalie Tennant,DEM,180,,,,,,,,,,,,,
Wayne,,Secretary of State,,Natalie Tennant,DEM,9111,,,,,,,,,,,,,Moore [R]
Wayne,Wayne01,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne03,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne05,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne06,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne11,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne12,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne13,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne14,Secretary of State,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne16,Secretary of State,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne17,Secretary of State,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne18,Secretary of State,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne19,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne20,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne21,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne22,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne30,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne31,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne34,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne36,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne37,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne41,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne42,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne45,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne48,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne49,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne50,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne51,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne52,Secretary of State,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne53,Secretary of State,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne54,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne56,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne57,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,Secretary of State,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne62,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,Secretary of State,,Write-ins,,0,,,,,,,,,,,,,
Wayne,,Secretary of State,,Write-ins,,10,,,,,,,,,,,,,Moore [R]
Wayne,Wayne01,State Auditor,,Glen Gainer,DEM,394,,,,,,,,,,,,,
Wayne,Wayne03,State Auditor,,Glen Gainer,DEM,226,,,,,,,,,,,,,
Wayne,Wayne05,State Auditor,,Glen Gainer,DEM,333,,,,,,,,,,,,,
Wayne,Wayne06,State Auditor,,Glen Gainer,DEM,163,,,,,,,,,,,,,
Wayne,Wayne11,State Auditor,,Glen Gainer,DEM,216,,,,,,,,,,,,,
Wayne,Wayne12,State Auditor,,Glen Gainer,DEM,220,,,,,,,,,,,,,
Wayne,Wayne13,State Auditor,,Glen Gainer,DEM,327,,,,,,,,,,,,,
Wayne,Wayne14,State Auditor,,Glen Gainer,DEM,516,,,,,,,,,,,,,
Wayne,Wayne16,State Auditor,,Glen Gainer,DEM,210,,,,,,,,,,,,,
Wayne,Wayne17,State Auditor,,Glen Gainer,DEM,277,,,,,,,,,,,,,
Wayne,Wayne18,State Auditor,,Glen Gainer,DEM,300,,,,,,,,,,,,,
Wayne,Wayne19,State Auditor,,Glen Gainer,DEM,422,,,,,,,,,,,,,
Wayne,Wayne20,State Auditor,,Glen Gainer,DEM,304,,,,,,,,,,,,,
Wayne,Wayne21,State Auditor,,Glen Gainer,DEM,227,,,,,,,,,,,,,
Wayne,Wayne22,State Auditor,,Glen Gainer,DEM,258,,,,,,,,,,,,,
Wayne,Wayne30,State Auditor,,Glen Gainer,DEM,182,,,,,,,,,,,,,
Wayne,Wayne31,State Auditor,,Glen Gainer,DEM,205,,,,,,,,,,,,,
Wayne,Wayne34,State Auditor,,Glen Gainer,DEM,239,,,,,,,,,,,,,
Wayne,Wayne36,State Auditor,,Glen Gainer,DEM,234,,,,,,,,,,,,,
Wayne,Wayne37,State Auditor,,Glen Gainer,DEM,220,,,,,,,,,,,,,
Wayne,Wayne41,State Auditor,,Glen Gainer,DEM,190,,,,,,,,,,,,,
Wayne,Wayne42,State Auditor,,Glen Gainer,DEM,161,,,,,,,,,,,,,
Wayne,Wayne45,State Auditor,,Glen Gainer,DEM,233,,,,,,,,,,,,,
Wayne,Wayne48,State Auditor,,Glen Gainer,DEM,419,,,,,,,,,,,,,
Wayne,Wayne49,State Auditor,,Glen Gainer,DEM,481,,,,,,,,,,,,,
Wayne,Wayne50,State Auditor,,Glen Gainer,DEM,363,,,,,,,,,,,,,
Wayne,Wayne51,State Auditor,,Glen Gainer,DEM,349,,,,,,,,,,,,,
Wayne,Wayne52,State Auditor,,Glen Gainer,DEM,180,,,,,,,,,,,,,
Wayne,Wayne53,State Auditor,,Glen Gainer,DEM,340,,,,,,,,,,,,,
Wayne,Wayne54,State Auditor,,Glen Gainer,DEM,279,,,,,,,,,,,,,
Wayne,Wayne56,State Auditor,,Glen Gainer,DEM,486,,,,,,,,,,,,,
Wayne,Wayne57,State Auditor,,Glen Gainer,DEM,285,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,State Auditor,,Glen Gainer,DEM,309,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,State Auditor,,Glen Gainer,DEM,331,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,State Auditor,,Glen Gainer,DEM,281,,,,,,,,,,,,,
Wayne,Wayne62,State Auditor,,Glen Gainer,DEM,434,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,State Auditor,,Glen Gainer,DEM,250,,,,,,,,,,,,,
Wayne,,State Auditor,,Glen Gainer,DEM,10844,,,,,,,,,,,,,Moore [R]
Wayne,Wayne01,State Auditor,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne03,State Auditor,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne05,State Auditor,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne06,State Auditor,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne11,State Auditor,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne12,State Auditor,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne13,State Auditor,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne14,State Auditor,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne16,State Auditor,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne17,State Auditor,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne18,State Auditor,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne19,State Auditor,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne20,State Auditor,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne21,State Auditor,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne22,State Auditor,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne30,State Auditor,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne31,State Auditor,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne34,State Auditor,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne36,State Auditor,,Write-ins,,6,,,,,,,,,,,,,
Wayne,Wayne37,State Auditor,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne41,State Auditor,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne42,State Auditor,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne45,State Auditor,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne48,State Auditor,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne49,State Auditor,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne50,State Auditor,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne51,State Auditor,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne52,State Auditor,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne53,State Auditor,,Write-ins,,3,,,,,,,,,,,,,
Wayne,Wayne54,State Auditor,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne56,State Auditor,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne57,State Auditor,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,State Auditor,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,State Auditor,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,State Auditor,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne62,State Auditor,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,State Auditor,,Write-ins,,1,,,,,,,,,,,,,
Wayne,,State Auditor,,Write-ins,,29,,,,,,,,,,,,,Moore [R]
Wayne,Wayne19,State Senate,7,Billy Marcum,REP,219,,,,,,,,,,,,,
Wayne,Wayne22,State Senate,7,Billy Marcum,REP,127,,,,,,,,,,,,,
Wayne,Wayne30,State Senate,7,Billy Marcum,REP,102,,,,,,,,,,,,,
Wayne,Wayne41,State Senate,7,Billy Marcum,REP,54,,,,,,,,,,,,,
Wayne,Wayne42,State Senate,7,Billy Marcum,REP,41,,,,,,,,,,,,,
Wayne,Wayne45,State Senate,7,Billy Marcum,REP,64,,,,,,,,,,,,,
Wayne,Wayne48,State Senate,7,Billy Marcum,REP,200,,,,,,,,,,,,,
Wayne,Wayne49,State Senate,7,Billy Marcum,REP,232,,,,,,,,,,,,,
Wayne,Wayne50,State Senate,7,Billy Marcum,REP,135,,,,,,,,,,,,,
Wayne,Wayne51,State Senate,7,Billy Marcum,REP,127,,,,,,,,,,,,,
Wayne,Wayne52,State Senate,7,Billy Marcum,REP,66,,,,,,,,,,,,,
Wayne,Wayne53,State Senate,7,Billy Marcum,REP,154,,,,,,,,,,,,,
Wayne,Wayne54,State Senate,7,Billy Marcum,REP,88,,,,,,,,,,,,,
Wayne,Wayne57,State Senate,7,Billy Marcum,REP,153,,,,,,,,,,,,,
Wayne,,State Senate,7,Billy Marcum,REP,1762,,,,,,,,,,,,,Moore [R]
Wayne,Wayne11,State Senate,5,Bob Plymale,DEM,200,,,,,,,,,,,,,
